,char_line
429,"george: i'll just, uh, get a paper..."
430,"jerry: so, um, do you date immature men?"
431,vanessa: almost exclusively...
432,helen: bum bum bum bum... i have no letters... bum bum bum bum...
433,"jerry: ma, will you go already?"
434,helen: bum bum bum bum...
435,jerry: what are you doing?!
436,"helen: wait, i just want to see something..."
437,"jerry: you can't look in there, we're playing!"
438,"morty: evening, mr. kramer!"
439,kramer: hey morty! (to jerry) salad dressing?
440,jerry: look.
441,"helen: ""quo""? is that a word?"
442,jerry: maybe!
443,helen: will you challenge it?
444,"jerry: ma, you can't look up words in the dictionary! dad, she's cheating!"
445,"kramer: ""quo""? that's not a word."
446,helen: (to jerry) you're such a stickler...
447,"jerry: well put *something* down, you're taking twenty minutes on this. so is uncle mac, and artie, they're all coming over here before the wedding?"
448,"helen: they'll be here at two o'clock... oh, elaine called. she said"
449,jerry: she said *what*?
450,"helen: just what i said, here."
451,"jerry: she knows! oh, i am *such* a *jackass*..."
452,helen: she knows what?
453,jerry: she knows the whole stupid thing... vanessa and the elevator...
454,"helen: no, no, no, that won't do. he may have a ""z""..."
455,"morty: so, how did she find out?"
456,"jerry: because, vanessa probably told pamela, and pamela probably told elaine."
457,"morty: so, what are you? afraid of her?"
458,jerry: yes. *yes* *i* *am*!
459,jerry: what else did she say on the phone?
460,helen: whatever i wrote down.
461,"jerry: yeah, but what was the tone in her voice? how did she sound?"
462,"helen: who am i, rich little?"
463,"morty: well, she can't be too mad-- she's still coming to the wedding."
464,"jerry: yeah, but now i'm nervous."
465,"helen: oh, stop it."
466,"jerry: ""quone""?"
467,"jerry: ""quone""? no, i'm afraid that i'm going to have to challenge that."
468,"kramer: no, you don't have to challenge that. that's a word. that's a *definite* word."
469,jerry: i am challenging...
470,kramer: quone: to quone something.
472,helen: i'm not playing with you anymore...
473,morty: quone's not a word...
474,jerry: no good. sorry. there it is. get it off...
475,helen: why did you make me put that down?
476,"kramer: nah, we need a *medical* dictionary! if a patient gets difficult, you *quone* him..."
477,"carol: you want some funny material, you oughta come down to where i work, now that's a sitcom!"
478,jerry: you must have quite a time down there. (checks his watch)
479,carol: we got plenty of time...
480,"jerry: oh, i'm sorry. i'm just waiting for someone..."
481,"jerry: yeah, yeah..."
482,"jerry: yeah, uncle mac, you mentioned it..."
483,jerry: that's perfect. (elaine enters) could you excuse me one second. i'm sorry.
484,"jerry: how do you do, jerry seinfeld."
485,"elaine: oh, how do you do. elaine benes."
486,"jerry: um, do you want to do this now, or do you want to wait until we get in the car?"
487,"elaine: oh no, let's do it now."
488,"jerry: alright, the whole elevator business, let me just explain--"
489,elaine: okay...
490,"jerry: no, i'm gonna take my car."
491,"jerry: anyway, you know why i didn't ask you, i mean i felt so uncomfortable, and you were *so* annoyed in the cab."
492,"elaine: well, jerry, i never saw you flirt with anyone before. it was quite the spectacle."
493,"carol: jerry, we'll see you there. bye, elaine."
494,"elaine: oh, bye. good to see you."
495,"jerry: oh, i'm sorry. elaine, this is my cousin artie levine."
496,"jerry: yeah, ""le*vine*"". and i'm jerry cougar mellencamp... anyway, i admit it was a fairly ridiculous thing to do, but i mean, i mean, obviously we have a little problem here."
497,"elaine: yeah, obviously."
498,"jerry: i mean, if we're gonna be friends, we gotta be able to talk about other people..."
499,elaine: couldn't agree more.
500,jerry: good.
504,"jerry: great? where do you get ""great""?"
505,elaine: it's great to... talk about... other people...
506,jerry: ...guys.
508,"jerry: uh-huh... yeah... so, anybody specific?"
509,elaine: no. a general guy.
510,jerry: oh *really*... elaine marie benes...
511,"elaine: what? no, it's not a big deal."
512,"jerry: no, that's great! that's terrific!"
513,"elaine: no, we just met..."
514,jerry: doesn't matter. what's the young man's name? i would like to meet him.
515,elaine: i don't think so...
516,"jerry: well, what does he do? is he an artisan, a craftsman, a labourer of some sort?"
517,elaine: wall street.
518,"jerry: ahh, high finance: bulls... bears... people from conneticut."
519,elaine: and he happens to be pretty good lookin'
520,"jerry: (pause) alright, sir."
521,elaine: and... he's *hilarious*.
522,jerry: now that's not fair! so where did you meet this guy?
523,"elaine: i ""staked"" out his health club."
524,"jerry: when you're on a stakeout, do you find it's better to stand up against the wall, or kinda crouch down behind a big plant?..."
525,"jerry: so i move into the centre lane, now i get ahead of this women, who felt for some reason i guess, that she thought that i cut her off. so, she pulls up along side of me, gives me... the finger. it seems like such an... arbitrary, ridiculous thing to just pick a finger and you show it to the person. (shows several fingers to the audience) it's a finger, what does it mean? someone shows me one of their fingers and i'm supposed to feel bad. is that the way it's supposed to work? i mean, you could just give someone the toe, really, couldn't you? i would feel worse if i got the toe, than if i got the finger. 'cause it's not easy to give someone the toe, you've gotta get the shoe off, the sock of and drive, get it up and uh (pretends to drive with one foot in the air and speaks to person driving next to him) look at that toe, buddy. (puts his foot down) i mean, that's really insulting to get the toe, isn't it ? (jerry's apartment. jerry is packing. elaine is sitting at the table watching jerry)"
527,"jerry: is that it? got the cue tips, got the mini-umbrella, something boring to read on the plane. (zips his bag with exaggerated motions) that's it. done!"
528,elaine: (claps her hands) that is the single greatest packing performance i have ever seen.
529,jerry: (proudly) i am...the master packer.
530,"elaine: (laughs) yeah, right, you're the master packer."
531,"jerry: what you must understand, elaine, (picks up the umbrella) packing is no different than leading men into"
532,elaine: 'scuse me...master packer!
533,jerry: ...yes.
534,elaine: just gimme your keys.
535,"jerry: alright, sir. (tosses elaine his keys; apartment buzzer goes of, jerry speaks over the intercom) george?"
536,george: (outside over the intercom) yeah
537,"elaine: (jerry opens the door) ok, so, now, is there anything else i need to know 'bout this place?"
538,"jerry: uh, yeah, the uuhh, hot water takes a little while to come on. so, the best thing to do is to turn it on, do all your shopping, you...come back and take a shower."
539,"elaine: ok, this is quite a place."
540,"jerry: there's more, the refrigerator. (opens it) deduct a minimum of two days of all expiration dates. (uses the umbrella to point to certain compartments in the refrigerator) no meat, no leftovers, no butter. (closes the refrigerator) that clear?"
541,elaine: i'll eat out.
542,"jerry: one more thing, benes, regarding sexual activity: strictly prohibited, but if you absolutely must, do us all a"
543,george: (walks in) ready?
544,"jerry: yeah, one sec."
545,"george: (closes the door) hey, elaine"
547,george: coming to the airport with us?
548,"elaine: no, i'm staying here for the weekend. i'm getting a break from my roommate."
549,"george: oh, the actress-waitress."
550,"elaine: no, the waitress-actress. she just got some part in some dinner-theater production of a chorus line. so, now all day ""god, i hope i get it, i hope i get it"". she's gonna get it right in her..."
551,george: you just kick her out.
552,elaine: she's on the lease!...george you have got to find an other place for me.
553,"george: yeah, well...a little ruff finding something good in your price-range. (looks like he remembers something and turns to jerry) but you, my friend, may be in luck."
554,jerry: i'm not looking.
555,"george: no no no, this one's different, this one's a beauty!"
556,"jerry: yeah, what's it like?"
557,"george: i haven't seen it yet, but it's a ""two-bedroom"", it's on the uh, west 83rd, 'bout a half block from the park?"
558,jerry: how much?
559,"george: uh, twice what you pay in here, but it's a great building, it's two bedrooms!"
560,"jerry: two bedrooms? why do i need two bedrooms? i got enough trouble maintaining activity in one. (george looks at elaine with a ""he's-crazy-look""; jerry turns around) i saw that."
