,character,line
160,JERRY,"I can't-- she'll get upset. I never talk about other women with her, especially this one tonight."
161,HELEN,How could you still see her if your not interested?
162,JERRY,We're *friends*.
163,MORTY,Doesn't sound like you're friends to me. If you were friends you'd ask her for the number. Do you know where this other one works?
164,JERRY,Oh yeah...
165,MORTY,"Well, go up to the office."
166,HELEN,Up to her office?
167,MORTY,"Go to the building. She goes out to lunch, doesn't she?"
168,JERRY,I guess...
169,MORTY,"So, you stand in the lobby, by the elevator, and wait for her to come down for lunch."
170,JERRY,"You mean ""stakeout"" the lobby?"
171,HELEN,"Morty, that's ridiculous. Just ask Elaine for the number!"
172,MORTY,He doesn't want to ask Elaine for the number.
173,HELEN,So you've got him standing by the elevator like a *dope*! What happens when he sees her?
174,MORTY,He pretends he *bumped* into her!
175,JERRY,Y'know what? This is *not* that *bad* an idea...
176,GEORGE,What does she look like?
177,JERRY,I dunno. Hard to say.
178,GEORGE,What actress does she remind you of?
179,JERRY,Loni Anderson.
180,GEORGE,Loni Anderson?!
181,JERRY,"What, there's something wrong with Loni Anderson?"
182,JERRY,"Hey listen, thanks again for running over here. I appreciate it."
183,GEORGE,"Yeah, sure. I was showing a condo on 48th st. Besides, you think I wanna miss this?"
184,JERRY,I'm a little nervous.
185,GEORGE,"Yeah, me too..."
186,JERRY,"If I see her, what do I say that I'm doing here in the building?"
187,GEORGE,You came to see me; I work in the building.
188,JERRY,What do you do?
189,GEORGE,I'm an *architect*.
190,JERRY,You're an *architect*?
191,GEORGE,I'm not?
192,JERRY,I don't see architecture comin from you...
193,GEORGE,I suppose *you* could be an architect...
194,JERRY,I never said that I was the architect. Just somethin' else...
195,GEORGE,"Alright, she's not even gonna ask, if we *see* her, which is remote."
196,JERRY,"Well what'dya want me to say, that I just wandered in here?!"
197,GEORGE,We're having lunch with a friend-- he works in the building.
198,JERRY,What is *his* name?
199,GEORGE,Bert... Har... bin... son. Bert Har-bin-son.
200,JERRY,Bert Harbinson? It sounds made up.
201,GEORGE,"No good? Alright, how about Art... Corr....."
202,JERRY,Art Corr...
203,GEORGE,...velay...
204,JERRY,Corvelay?
205,GEORGE,"Yeah, right."
206,JERRY,"Well, what does *he* do?"
207,GEORGE,He's an importer.
208,JERRY,"Just imports, no exports?"
209,GEORGE,"He's an importer/exporter, okay?"
210,GEORGE,"Say, did Elaine ever call you back?"
211,JERRY,"No, I guess she's still mad."
212,GEORGE,"I don't understand, you never talk to her about other women?"
213,JERRY,Never.
214,JERRY,Wait a second... That's her... on the right.
215,GEORGE,I forgot who I am! Who am I?!
216,JERRY,You're you. We're having lunch with Art Corvelay.
217,GEORGE,Vandelay!
218,JERRY,Corvelay!
219,GEORGE,"Let me be the architect, I can do it!"
220,JERRY,"Hey, hey... Pamela's birthday party, didn't I see you there... Jerry."
221,VANESSA,Sure! Hi!
222,JERRY,"This is George. (""Grasps"" for her name) I'm sorry..."
223,VANESSA,Vanessa.
224,GEORGE,Nice to meet you.
225,JERRY,"Ah, Sagman, Bennet, Robbins, Oppenheim and Taft."
226,VANESSA,That's right! What're you doing here?
227,JERRY,"Oh, were meeting a friend of ours for lunch. He works here in the building."
228,GEORGE,"Yeah, Art *Vandelay*."
229,VANESSA,Really? Which company?
230,JERRY,I don't know. He's an importer.
231,VANESSA,Importer?
232,GEORGE,...And exporter.
233,JERRY,He's an importer/exporter.
234,GEORGE,"I'm, uh, I'm an architect."
235,VANESSA,Really. What do you design?
236,GEORGE,"Uh, railroads, uh..."
237,VANESSA,I thought engineers do that.
238,GEORGE,They can...
239,JERRY,Y'know I'm sorry you had to leave so early the other night.
240,VANESSA,"Oh, me too. My cousin had to go back to Boston."
241,JERRY,"Oh, that guy was your *cousin*!"
242,VANESSA,"Yeah, and that woman was your--"
243,JERRY,Friend!
244,GEORGE,"I'll just, uh, get a paper..."
245,JERRY,"So, um, do you date immature men?"
246,VANESSA,Almost exclusively...
247,HELEN,Bum bum bum bum... I have no letters... Bum bum bum bum...
248,JERRY,"Ma, will you go already?"
249,HELEN,Bum bum bum bum...
250,JERRY,What are you doing?!
251,HELEN,"Wait, I just want to see something..."
252,JERRY,"You can't look in there, we're playing!"
253,MORTY,"Evening, Mr. Kramer!"
254,KRAMER,Hey Morty! (To Jerry) Salad dressing?
255,JERRY,Look.
256,HELEN,"""Quo""? Is that a word?"
257,JERRY,Maybe!
258,HELEN,Will you challenge it?
259,JERRY,"Ma, you can't look up words in the dictionary! Dad, she's cheating!"
260,KRAMER,"""Quo""? That's not a word."
261,HELEN,(To Jerry) You're such a stickler...
262,JERRY,"Well put *something* down, you're taking twenty minutes on this. So is Uncle Mac, and Artie, they're all coming over here before the wedding?"
263,HELEN,"They'll be here at two o'clock... Oh, Elaine called. She said"
264,SHE'D BE HERE AT 2,"30. Oh, and she says ``Hope your meeting went well with Art... ""Vandelay""?''"
265,JERRY,She said *what*?
266,HELEN,"Just what I said, here."
267,JERRY,"She knows! Oh, I am *such* a *jackass*..."
268,HELEN,She knows what?
269,JERRY,She knows the whole stupid thing... Vanessa and the elevator...
270,HELEN,"No, no, no, that won't do. He may have a ""Z""..."
271,MORTY,"So, how did she find out?"
272,JERRY,"Because, Vanessa probably told Pamela, and Pamela probably told Elaine."
273,MORTY,"So, what are you? Afraid of her?"
274,JERRY,Yes. *Yes* *I* *am*!
275,JERRY,What else did she say on the phone?
276,HELEN,Whatever I wrote down.
277,JERRY,"Yeah, but what was the tone in her voice? How did she sound?"
278,HELEN,"Who am I, Rich Little?"
279,MORTY,"Well, she can't be too mad-- she's still coming to the wedding."
280,JERRY,"Yeah, but now I'm nervous."
281,HELEN,"Oh, stop it."
282,JERRY,"""Quone""?"
283,JERRY,"""Quone""? No, I'm afraid that I'm going to have to challenge that."
284,KRAMER,"No, you don't have to challenge that. That's a word. That's a *definite* word."
285,JERRY,I am challenging...
286,KRAMER,Quone: to quone something.
287,JERRY,Uh-huh...
288,HELEN,I'm not playing with you anymore...
289,MORTY,Quone's not a word...
290,JERRY,No good. Sorry. There it is. Get it off...
291,HELEN,Why did you make me put that down?
292,KRAMER,"Nah, we need a *medical* dictionary! If a patient gets difficult, you *quone* him..."
293,CAROL,"You want some funny material, you oughta come down to where I work, now that's a sitcom!"
294,JERRY,You must have quite a time down there. (Checks his watch)
295,CAROL,We got plenty of time...
296,JERRY,"Oh, I'm sorry. I'm just waiting for someone..."
297,MAC,Watch what you say to this guy-- he'll put it in his next act!
298,JERRY,"Yeah, yeah..."
299,MAC,"Jerry, did I tell you that I'm writing a book? An autobiography."
300,JERRY,"Yeah, Uncle Mac, you mentioned it..."
301,MAC,It's based on all my experiences!
302,JERRY,That's perfect. (Elaine enters) Could you excuse me one second. I'm sorry.
303,JERRY,"How do you do, Jerry Seinfeld."
304,ELAINE,"Oh, how do you do. Elaine Benes."
305,JERRY,"Um, do you want to do this now, or do you want to wait until we get in the car?"
306,ELAINE,"Oh no, let's do it now."
307,JERRY,"Alright, the whole elevator business, let me just explain--"
308,ELAINE,Okay...
309,ARTIE,"Jerry, were you goin' with us?"
310,JERRY,"No, I'm gonna take my car."
311,ARTIE,That's why I brought the wagon. Why the Hell did I bring the wagon?
312,JERRY,"Anyway, you know why I didn't ask you, I mean I felt so uncomfortable, and you were *so* annoyed in the cab."
313,ELAINE,"Well, Jerry, I never saw you flirt with anyone before. It was quite the spectacle."
314,CAROL,"Jerry, we'll see you there. Bye, Elaine."
315,ELAINE,"Oh, bye. Good to see you."
316,ARTIE,"Oh, we didn't meet."
317,JERRY,"Oh, I'm sorry. Elaine, this is my cousin Artie Levine."
318,ARTIE,Le*vine*.
319,JERRY,"Yeah, ""Le*vine*"". And I'm Jerry Cougar Mellencamp... Anyway, I admit it was a fairly ridiculous thing to do, but I mean, I mean, obviously we have a little problem here."
320,ELAINE,"Yeah, obviously."
321,JERRY,"I mean, if we're gonna be friends, we gotta be able to talk about other people..."
322,ELAINE,Couldn't agree more.
323,JERRY,Good.
324,ELAINE,Good.
325,JERRY,Good.
326,ELAINE,Great!
327,JERRY,"Great? Where do you get ""great""?"
328,ELAINE,It's great to... talk about... other people...
329,JERRY,...Guys.
330,ELAINE,Yeah.
331,JERRY,"Uh-huh... Yeah... So, anybody specific?"
332,ELAINE,No. A general guy.
333,JERRY,Oh *really*... Elaine Marie Benes...
334,ELAINE,"What? No, it's not a big deal."
335,JERRY,"No, that's great! That's terrific!"
336,ELAINE,"No, we just met..."
337,JERRY,Doesn't matter. What's the young man's name? I would like to meet him.
338,ELAINE,I don't think so...
339,JERRY,"Well, what does he do? Is he an artisan, a craftsman, a labourer of some sort?"
340,ELAINE,Wall street.
341,JERRY,"Ahh, high finance: bulls... bears... people from Conneticut."
342,ELAINE,And he happens to be pretty good lookin'
343,JERRY,"(pause) Alright, sir."
344,ELAINE,And... he's *hilarious*.
345,JERRY,Now that's not fair! So where did you meet this guy?
346,ELAINE,"I ""staked"" out his health club."
347,JERRY,"When you're on a stakeout, do you find it's better to stand up against the wall, or kinda crouch down behind a big plant?..."
0,JERRY,"So I move into the centre lane, now I get ahead of this women, who felt for some reason I guess, that she thought that I cut her off. So, she pulls up along side of me, gives me... the finger. It seems like such an... arbitrary, ridiculous thing to just pick a finger and you show it to the person. (shows several fingers to the audience) It's a finger, what does it mean? Someone shows me one of their fingers and I'm supposed to feel bad. Is that the way it's supposed to work?"
1,I,"mean, you could just give someone the toe, really, couldn't you? I would feel worse if I got the toe, than if I got the finger. 'Cause it's not easy to give someone the toe, you've gotta get the shoe off, the sock of and drive, get it up and uh (pretends to drive with one foot in the air and speaks to person driving next to him) look at that toe, buddy. (puts his foot down) I mean, that's really insulting to get the toe, isn't it ? (Jerry's apartment. Jerry is packing. Elaine is sitting at the table watching Jerry)"
2,JERRY,"Is that it? Got the cue tips, got the mini-umbrella, something boring to read on the plane. (zips his bag with exaggerated motions) That's it. Done!"
3,ELAINE,(claps her hands) That is the single greatest packing performance I have ever seen.
4,JERRY,(proudly) I am...the master packer.
5,ELAINE,"(laughs) Yeah, right, you're the master packer."
6,JERRY,"What you must understand, Elaine, (picks up the umbrella) packing is no different than leading men into"
7,BATTLE,you've gotta know the strengths and weaknesses (hits his bag rhythmically with his umbrella) of every soldier in that platoon. From a collapsible toothbrush to a pair of ordinary black socks.
8,ELAINE,'Scuse me...master packer!
9,JERRY,...Yes.
10,ELAINE,Just gimme your keys.
11,JERRY,"Alright, sir. (tosses Elaine his keys; apartment buzzer goes of, Jerry speaks over the intercom) George?"
12,GEORGE,(outside over the intercom) Yeah
13,ELAINE,"(Jerry opens the door) OK, so, now, is there anything else I need to know 'bout this place?"
14,JERRY,"uh, yeah, the uuhh, hot water takes a little while to come on. So, the best thing to do is to turn it on, do all your shopping, you...come back and take a shower."
15,ELAINE,"OK, this is quite a place."
16,JERRY,"There's more, the refrigerator. (Opens it) Deduct a minimum of two days of all expiration dates. (uses the umbrella to point to certain compartments in the refrigerator) No meat, no leftovers, no butter. (closes the refrigerator) that clear?"
17,ELAINE,I'll eat out.
18,JERRY,"One more thing, Benes, regarding sexual activity: strictly prohibited, but if you absolutely must, do us all a"
19,BIG FAVOUR,do it in the tub.
20,GEORGE,(walks in) Ready?
21,JERRY,"Yeah, one sec."
22,GEORGE,"(closes the door) Hey, Elaine"
23,ELAINE,Hi.
24,GEORGE,Coming to the airport with us?
25,ELAINE,"No, I'm staying here for the weekend. I'm getting a break from my roommate."
