,character,line
147,JERRY,"No, it's not that. It wasn't all one-sided."
148,HELEN,"You know, you can't be so particular. Nobody's perfect."
149,JERRY,"I know, I know..."
150,MORTY,"Y'know Jerry, it's a good thing I wasn't so particular."
151,HELEN,"Idiot... (To Jerry) So who're you looking for, Sophia Loren?"
152,JERRY,That's got *nothin'* to do with it.
153,MORTY,How about Loni Anderson?
154,HELEN,Where do you get Loni Anderson?
155,MORTY,"Why, what's wrong with Loni Anderson?"
156,HELEN,I like *Elaine* more than Loni Anderson...
157,JERRY,"What are you two talking about? Look, Elaine just wasn't ""the one""."
158,HELEN,"And this other one's ""the one""?"
159,JERRY,"I dunno, maybe..."
160,MORTY,So ask Elaine there for the number.
161,JERRY,"I can't-- she'll get upset. I never talk about other women with her, especially this one tonight."
162,HELEN,How could you still see her if your not interested?
163,JERRY,We're *friends*.
164,MORTY,Doesn't sound like you're friends to me. If you were friends you'd ask her for the number. Do you know where this other one works?
165,JERRY,Oh yeah...
166,MORTY,"Well, go up to the office."
167,HELEN,Up to her office?
168,MORTY,"Go to the building. She goes out to lunch, doesn't she?"
169,JERRY,I guess...
170,MORTY,"So, you stand in the lobby, by the elevator, and wait for her to come down for lunch."
171,JERRY,"You mean ""stakeout"" the lobby?"
172,HELEN,"Morty, that's ridiculous. Just ask Elaine for the number!"
173,MORTY,He doesn't want to ask Elaine for the number.
174,HELEN,So you've got him standing by the elevator like a *dope*! What happens when he sees her?
175,MORTY,He pretends he *bumped* into her!
176,JERRY,Y'know what? This is *not* that *bad* an idea...
177,GEORGE,What does she look like?
178,JERRY,I dunno. Hard to say.
179,GEORGE,What actress does she remind you of?
180,JERRY,Loni Anderson.
181,GEORGE,Loni Anderson?!
182,JERRY,"What, there's something wrong with Loni Anderson?"
183,JERRY,"Hey listen, thanks again for running over here. I appreciate it."
184,GEORGE,"Yeah, sure. I was showing a condo on 48th st. Besides, you think I wanna miss this?"
185,JERRY,I'm a little nervous.
186,GEORGE,"Yeah, me too..."
187,JERRY,"If I see her, what do I say that I'm doing here in the building?"
188,GEORGE,You came to see me; I work in the building.
189,JERRY,What do you do?
190,GEORGE,I'm an *architect*.
191,JERRY,You're an *architect*?
192,GEORGE,I'm not?
193,JERRY,I don't see architecture comin from you...
194,GEORGE,I suppose *you* could be an architect...
195,JERRY,I never said that I was the architect. Just somethin' else...
196,GEORGE,"Alright, she's not even gonna ask, if we *see* her, which is remote."
197,JERRY,"Well what'dya want me to say, that I just wandered in here?!"
198,GEORGE,We're having lunch with a friend-- he works in the building.
199,JERRY,What is *his* name?
200,GEORGE,Bert... Har... bin... son. Bert Har-bin-son.
201,JERRY,Bert Harbinson? It sounds made up.
202,GEORGE,"No good? Alright, how about Art... Corr....."
203,JERRY,Art Corr...
204,GEORGE,...velay...
205,JERRY,Corvelay?
206,GEORGE,"Yeah, right."
207,JERRY,"Well, what does *he* do?"
208,GEORGE,He's an importer.
209,JERRY,"Just imports, no exports?"
210,GEORGE,"He's an importer/exporter, okay?"
211,GEORGE,"Say, did Elaine ever call you back?"
212,JERRY,"No, I guess she's still mad."
213,GEORGE,"I don't understand, you never talk to her about other women?"
214,JERRY,Never.
215,JERRY,Wait a second... That's her... on the right.
216,GEORGE,I forgot who I am! Who am I?!
217,JERRY,You're you. We're having lunch with Art Corvelay.
218,GEORGE,Vandelay!
219,JERRY,Corvelay!
220,GEORGE,"Let me be the architect, I can do it!"
221,JERRY,"Hey, hey... Pamela's birthday party, didn't I see you there... Jerry."
222,VANESSA,Sure! Hi!
223,JERRY,"This is George. (""Grasps"" for her name) I'm sorry..."
224,VANESSA,Vanessa.
225,GEORGE,Nice to meet you.
226,JERRY,"Ah, Sagman, Bennet, Robbins, Oppenheim and Taft."
227,VANESSA,That's right! What're you doing here?
228,JERRY,"Oh, were meeting a friend of ours for lunch. He works here in the building."
229,GEORGE,"Yeah, Art *Vandelay*."
230,VANESSA,Really? Which company?
231,JERRY,I don't know. He's an importer.
232,VANESSA,Importer?
233,GEORGE,...And exporter.
234,JERRY,He's an importer/exporter.
235,GEORGE,"I'm, uh, I'm an architect."
236,VANESSA,Really. What do you design?
237,GEORGE,"Uh, railroads, uh..."
238,VANESSA,I thought engineers do that.
239,GEORGE,They can...
240,JERRY,Y'know I'm sorry you had to leave so early the other night.
241,VANESSA,"Oh, me too. My cousin had to go back to Boston."
242,JERRY,"Oh, that guy was your *cousin*!"
243,VANESSA,"Yeah, and that woman was your--"
244,JERRY,Friend!
245,GEORGE,"I'll just, uh, get a paper..."
246,JERRY,"So, um, do you date immature men?"
247,VANESSA,Almost exclusively...
248,HELEN,Bum bum bum bum... I have no letters... Bum bum bum bum...
249,JERRY,"Ma, will you go already?"
250,HELEN,Bum bum bum bum...
251,JERRY,What are you doing?!
252,HELEN,"Wait, I just want to see something..."
253,JERRY,"You can't look in there, we're playing!"
254,MORTY,"Evening, Mr. Kramer!"
255,KRAMER,Hey Morty! (To Jerry) Salad dressing?
256,JERRY,Look.
257,HELEN,"""Quo""? Is that a word?"
258,JERRY,Maybe!
259,HELEN,Will you challenge it?
260,JERRY,"Ma, you can't look up words in the dictionary! Dad, she's cheating!"
261,KRAMER,"""Quo""? That's not a word."
262,HELEN,(To Jerry) You're such a stickler...
263,JERRY,"Well put *something* down, you're taking twenty minutes on this. So is Uncle Mac, and Artie, they're all coming over here before the wedding?"
264,HELEN,"They'll be here at two o'clock... Oh, Elaine called. She said"
265,SHE'D BE HERE AT 2,"30. Oh, and she says ``Hope your meeting went well with Art... ""Vandelay""?''"
266,JERRY,She said *what*?
267,HELEN,"Just what I said, here."
268,JERRY,"She knows! Oh, I am *such* a *jackass*..."
269,HELEN,She knows what?
270,JERRY,She knows the whole stupid thing... Vanessa and the elevator...
271,HELEN,"No, no, no, that won't do. He may have a ""Z""..."
272,MORTY,"So, how did she find out?"
273,JERRY,"Because, Vanessa probably told Pamela, and Pamela probably told Elaine."
274,MORTY,"So, what are you? Afraid of her?"
275,JERRY,Yes. *Yes* *I* *am*!
276,JERRY,What else did she say on the phone?
277,HELEN,Whatever I wrote down.
278,JERRY,"Yeah, but what was the tone in her voice? How did she sound?"
279,HELEN,"Who am I, Rich Little?"
280,MORTY,"Well, she can't be too mad-- she's still coming to the wedding."
281,JERRY,"Yeah, but now I'm nervous."
282,HELEN,"Oh, stop it."
283,JERRY,"""Quone""?"
284,JERRY,"""Quone""? No, I'm afraid that I'm going to have to challenge that."
285,KRAMER,"No, you don't have to challenge that. That's a word. That's a *definite* word."
286,JERRY,I am challenging...
287,KRAMER,Quone: to quone something.
288,JERRY,Uh-huh...
289,HELEN,I'm not playing with you anymore...
290,MORTY,Quone's not a word...
291,JERRY,No good. Sorry. There it is. Get it off...
292,HELEN,Why did you make me put that down?
293,KRAMER,"Nah, we need a *medical* dictionary! If a patient gets difficult, you *quone* him..."
294,CAROL,"You want some funny material, you oughta come down to where I work, now that's a sitcom!"
295,JERRY,You must have quite a time down there. (Checks his watch)
296,CAROL,We got plenty of time...
297,JERRY,"Oh, I'm sorry. I'm just waiting for someone..."
298,MAC,Watch what you say to this guy-- he'll put it in his next act!
299,JERRY,"Yeah, yeah..."
300,MAC,"Jerry, did I tell you that I'm writing a book? An autobiography."
301,JERRY,"Yeah, Uncle Mac, you mentioned it..."
302,MAC,It's based on all my experiences!
303,JERRY,That's perfect. (Elaine enters) Could you excuse me one second. I'm sorry.
304,JERRY,"How do you do, Jerry Seinfeld."
305,ELAINE,"Oh, how do you do. Elaine Benes."
306,JERRY,"Um, do you want to do this now, or do you want to wait until we get in the car?"
307,ELAINE,"Oh no, let's do it now."
308,JERRY,"Alright, the whole elevator business, let me just explain--"
309,ELAINE,Okay...
310,ARTIE,"Jerry, were you goin' with us?"
311,JERRY,"No, I'm gonna take my car."
312,ARTIE,That's why I brought the wagon. Why the Hell did I bring the wagon?
313,JERRY,"Anyway, you know why I didn't ask you, I mean I felt so uncomfortable, and you were *so* annoyed in the cab."
314,ELAINE,"Well, Jerry, I never saw you flirt with anyone before. It was quite the spectacle."
315,CAROL,"Jerry, we'll see you there. Bye, Elaine."
316,ELAINE,"Oh, bye. Good to see you."
317,ARTIE,"Oh, we didn't meet."
318,JERRY,"Oh, I'm sorry. Elaine, this is my cousin Artie Levine."
319,ARTIE,Le*vine*.
320,JERRY,"Yeah, ""Le*vine*"". And I'm Jerry Cougar Mellencamp... Anyway, I admit it was a fairly ridiculous thing to do, but I mean, I mean, obviously we have a little problem here."
321,ELAINE,"Yeah, obviously."
322,JERRY,"I mean, if we're gonna be friends, we gotta be able to talk about other people..."
323,ELAINE,Couldn't agree more.
324,JERRY,Good.
325,ELAINE,Good.
326,JERRY,Good.
327,ELAINE,Great!
328,JERRY,"Great? Where do you get ""great""?"
329,ELAINE,It's great to... talk about... other people...
330,JERRY,...Guys.
331,ELAINE,Yeah.
332,JERRY,"Uh-huh... Yeah... So, anybody specific?"
333,ELAINE,No. A general guy.
334,JERRY,Oh *really*... Elaine Marie Benes...
335,ELAINE,"What? No, it's not a big deal."
336,JERRY,"No, that's great! That's terrific!"
337,ELAINE,"No, we just met..."
338,JERRY,Doesn't matter. What's the young man's name? I would like to meet him.
339,ELAINE,I don't think so...
340,JERRY,"Well, what does he do? Is he an artisan, a craftsman, a labourer of some sort?"
341,ELAINE,Wall street.
342,JERRY,"Ahh, high finance: bulls... bears... people from Conneticut."
343,ELAINE,And he happens to be pretty good lookin'
344,JERRY,"(pause) Alright, sir."
345,ELAINE,And... he's *hilarious*.
346,JERRY,Now that's not fair! So where did you meet this guy?
347,ELAINE,"I ""staked"" out his health club."
348,JERRY,"When you're on a stakeout, do you find it's better to stand up against the wall, or kinda crouch down behind a big plant?..."
349,JERRY,"Y'know I think that even if you've had a relationship with someone, or let's say, *especially* if you've had a relationship with someone and you try to become friends afterwards, it's very difficult. Isn't this? It's hard. Because, you know each other so well, you know all of each others tricks. It's like two magicians, trying to entertain each other. The one goes, ""Look, a rabbit."" The other goes, ""So? ... I believe this is your card."" ""Look, why don't we just saw each other in half and call it a night? Okay?"""
350,THE END,
0,THE ROBBERY,Written byMatt Goldman (Comedy club)
1,JERRY,"So I move into the centre lane, now I get ahead of this women, who felt for some reason I guess, that she thought that I cut her off. So, she pulls up along side of me, gives me... the finger. It seems like such an... arbitrary, ridiculous thing to just pick a finger and you show it to the person. (shows several fingers to the audience) It's a finger, what does it mean? Someone shows me one of their fingers and I'm supposed to feel bad. Is that the way it's supposed to work?"
2,I,"mean, you could just give someone the toe, really, couldn't you? I would feel worse if I got the toe, than if I got the finger. 'Cause it's not easy to give someone the toe, you've gotta get the shoe off, the sock of and drive, get it up and uh (pretends to drive with one foot in the air and speaks to person driving next to him) look at that toe, buddy. (puts his foot down) I mean, that's really insulting to get the toe, isn't it ? (Jerry's apartment. Jerry is packing. Elaine is sitting at the table watching Jerry)"
3,JERRY,"Is that it? Got the cue tips, got the mini-umbrella, something boring to read on the plane. (zips his bag with exaggerated motions) That's it. Done!"
4,ELAINE,(claps her hands) That is the single greatest packing performance I have ever seen.
